mal_id,name,english_name,japanese_name,score,genres,type,episodes,aired,premiered,release_year,release_season,producers,studios,source,duration,rating,ranked,popularity,members,favorites,synopsis,img_url,weighted_score,log_members,log_favorites,primary_genre,content_soup,genres_list,score_norm
42940,Hanma Baki: Son of Ogre,Unknown,範馬刃牙 SON OF OGRE,,"Action, Martial Arts, Shounen",ONA,,2021,,2021,Unknown,Netflix,Unknown,Manga,,R - 17+ (violence & profanity),,4857,10307,17,Third part of the Baki series.,,6.51,9.2407,2.8904,Action,"hanma baki: son of ogre ona source: manga action, martial arts, shounen third part of the baki series.","['Action', 'Martial Arts', 'Shounen']",
15045,Litchi DE Hikari Club,Lychee Light Club,ライチ DE 光クラブ,5.22,"Comedy, Drama, Horror, Psychological, Romance",TV,8.0,"Oct 2, 2012 to Nov 20, 2012",Fall 2012,2012,Fall,Nelke Planning,Kachidoki Studio,Manga,3 min. per ep.,PG-13 - Teens 13 or older,10308.0,4851,10305,19,"chi DE Hikari Club takes place in an alternate reality where the Hikari Club does not fall into disarray after the completion of Litchi, the intelligent humanlike robot the club invented to kidnap girls. The cult-like Hikari Club has had its ups and downs. Led by the enigmatic, beauty-obsessed Hiroyuki ""Zera"" Tsunekawa, the club has finally succeeded in using their fruit-powered robot, Litchi, to kidnap the beautiful Kanon. After accomplishing their goals, the Hikari Club has little to do other than delight in their newfound lives. From selling the technology that allows Litchi to run on lychee fruit, to modifying the robot to perform different tasks, there's no telling what antics the Hikari Club will get up to next!",https://cdn.myanimelist.net/images/anime/11/40867.jpg,6.25,9.2405,2.9957,Comedy,"litchi de hikari club lychee light club tv source: manga studio: kachidoki studio comedy, drama, horror, psychological, romance chi de hikari club takes place in an alternate reality where the hikari club does not fall into disarray after the completion of litchi, the intelligent humanlike robot the club invented to kidnap girls. the cult-like hikari club has had its ups and downs. led by the enigmatic, beauty-obsessed hiroyuki ""zera"" tsunekawa, the club has finally succeeded in using their fruit-powered robot, litchi, to kidnap the beautiful kanon. after accomplishing their goals, the hikari club has little to do other than delight in their newfound lives. from selling the technology that allows litchi to run on lychee fruit, to modifying the robot to perform different tasks, there's no telling what antics the hikari club will get up to next!","['Comedy', 'Drama', 'Horror', 'Psychological', 'Romance']",0.4591
16472,Sei Yariman Gakuen Enkou Nikki The Animation,Unknown,聖ヤリマン学園援交日記 THE ANIMATION,7.13,Hentai,OVA,1.0,"Feb 22, 2013",,2013,Unknown,Pink Pineapple,Seven,Visual novel,31 min.,Rx - Hentai,,4854,10300,108,"Saiki Yasuo is a 45-year-old office worker. After 20 years of marriage, his wife asked for a divorce and left him. Now, depressed, he spends the nights drinking alone, until one night a girl from the St. Marian Academy approaches him looking for a client. *Based on a doujin game by Orcsoft.",https://cdn.myanimelist.net/images/anime/8/44420.jpg,6.64,9.24,4.6913,Hentai,"sei yariman gakuen enkou nikki the animation ova source: visual novel studio: seven hentai saiki yasuo is a 45-year-old office worker. after 20 years of marriage, his wife asked for a divorce and left him. now, depressed, he spends the nights drinking alone, until one night a girl from the st. marian academy approaches him looking for a client. *based on a doujin game by orcsoft.",['Hentai'],0.7193
29949,Nami,Unknown,NAMI,2.35,Dementia,Movie,1.0,2000,,2000,Unknown,Unknown,Unknown,Original,3 min.,R+ - Mild Nudity,11047.0,4856,10296,62,"oman is enjoying herself in bed until a swarm of fish bursts out from all over her house to disturb her leisure time. Will she decide to resist, or let them crawl inside her and take control?",https://cdn.myanimelist.net/images/anime/2/71841.jpg,5.68,9.2396,4.1431,Dementia,"nami movie source: original dementia oman is enjoying herself in bed until a swarm of fish bursts out from all over her house to disturb her leisure time. will she decide to resist, or let them crawl inside her and take control?",['Dementia'],0.0681
32454,Usakame,Usakame,うさかめ,5.8,"Slice of Life, Comedy, Sports, Shounen",TV,12.0,"Apr 12, 2016 to Jun 28, 2016",Spring 2016,2016,Spring,"DAX Production, Earth Star Entertainment",Millepensee,Manga,3 min. per ep.,PG-13 - Teens 13 or older,8851.0,4845,10285,6,"The girls of the Usakame High tennis club, Tanaka Kinako, Suzuki Ayako, Sato Kurumi, and Nishiarai-Taishi Nishi, pursue their various dreams... This high school comedy kind of thing starts now. Usakame , the official rival of the high intensity comedy Teekyuu , depicts the mostly ordinary but slightly strange daily lives of four girls who devote themselves to practice. All members of Earth Star Dream, an Earth Star Entertainment idol unit of nationally famous voice actors, appear in the show! Sit back, relax, and enjoy Teekyuu 's rival Usakame .",https://cdn.myanimelist.net/images/anime/10/79223.jpg,6.37,9.2385,1.9459,Slice of Life,"usakame tv source: manga studio: millepensee slice of life, comedy, sports, shounen the girls of the usakame high tennis club, tanaka kinako, suzuki ayako, sato kurumi, and nishiarai-taishi nishi, pursue their various dreams... this high school comedy kind of thing starts now. usakame , the official rival of the high intensity comedy teekyuu , depicts the mostly ordinary but slightly strange daily lives of four girls who devote themselves to practice. all members of earth star dream, an earth star entertainment idol unit of nationally famous voice actors, appear in the show! sit back, relax, and enjoy teekyuu 's rival usakame .","['Slice of Life', 'Comedy', 'Sports', 'Shounen']",0.5381
41169,Love Live! Superstar!!,Unknown,ラブライブ！スーパースター!!,,"Music, Slice of Life, School",TV,,"Jul, 2021 to ?",Summer 2021,2021,Summer,Unknown,Unknown,Other,,PG-13 - Teens 13 or older,,4871,10273,45,"levision anime series for the Love Live! franchise was announced by animation studio Sunrise on January 28, 2020. The tagline for the new anime reads, ""Watashi wo Kanaeru Monogatari. Hello!!! Love Live!""",,6.51,9.2374,3.8286,Music,"love live! superstar!! tv source: other music, slice of life, school levision anime series for the love live! franchise was announced by animation studio sunrise on january 28, 2020. the tagline for the new anime reads, ""watashi wo kanaeru monogatari. hello!!! love live!""","['Music', 'Slice of Life', 'School']",
259,Happy☆Lesson,Unknown,HAPPY☆LESSON,6.64,"Comedy, Harem, Romance, School",OVA,5.0,"Jul 19, 2001 to May 23, 2003",,2001,Unknown,KSS,Studio Hibari,Unknown,30 min. per ep.,PG-13 - Teens 13 or older,5198.0,4844,10264,18,"One guy. Five girls. One roof. It's a recycled idea, but it never gets old. Happy Lesson is a kinetic take on an old genre. Chitose shares his house with five ladies. One might think the continued attention of this many girls would be a good thing, but too much attention can prove to be painful. Did I mention they're also instructors at his school (hence the title)? Not only is he the subject of their abuse at home, but at school as well. Even when things finally calm down at night, all the rooms are taken so Chitose must sleep on the couch.",https://cdn.myanimelist.net/images/anime/6/15349.jpg,6.54,9.2365,2.9444,Comedy,"happy☆lesson ova studio: studio hibari comedy, harem, romance, school one guy. five girls. one roof. it's a recycled idea, but it never gets old. happy lesson is a kinetic take on an old genre. chitose shares his house with five ladies. one might think the continued attention of this many girls would be a good thing, but too much attention can prove to be painful. did i mention they're also instructors at his school (hence the title)? not only is he the subject of their abuse at home, but at school as well. even when things finally calm down at night, all the rooms are taken so chitose must sleep on the couch.","['Comedy', 'Harem', 'Romance', 'School']",0.6526
21267,Go! Go! 575,Unknown,ゴ～！ゴ～！ご～しちご～,5.65,Slice of Life,TV,4.0,"Jan 10, 2014 to Jan 31, 2014",Winter 2014,2014,Winter,"Sega, Half H.P Studio","C2C, Lay-duce",Game,3 min. per ep.,PG-13 - Teens 13 or older,9285.0,4847,10247,5,"Go! Go! 575 adapts the Project 575 games for PlayStation Vita and iOS, which allow anyone to create songs using the traditional Japanese 5-7-5-syllable meter found in haiku and tanka poems.",https://cdn.myanimelist.net/images/anime/12/75228.jpg,6.34,9.2348,1.7918,Slice of Life,"go! go! 575 tv source: game studio: c2c, lay-duce slice of life go! go! 575 adapts the project 575 games for playstation vita and ios, which allow anyone to create songs using the traditional japanese 5-7-5-syllable meter found in haiku and tanka poems.",['Slice of Life'],0.5177
1521,Black Jack the Movie,Black Jack:The Movie,ブラック･ジャック 劇場版,7.33,Drama,Movie,1.0,"Nov 30, 1996",,1996,Unknown,Unknown,Tezuka Productions,Manga,1 hr. 33 min.,R - 17+ (violence & profanity),2205.0,4855,10244,25,"Joe Carol Brane attempts to hire Dr. Black Jack on a breed of superhumans that have the strength, intellectual, athletic, and artistic skills with great excel in different fields, only to later find out that they start deteriorating after some period of time and causing an untimely death. Joe needs Dr. Black Jack's help on finding a cure.",https://cdn.myanimelist.net/images/anime/6/76031.jpg,6.67,9.2345,3.2581,Drama,"black jack the movie black jack:the movie movie source: manga studio: tezuka productions drama joe carol brane attempts to hire dr. black jack on a breed of superhumans that have the strength, intellectual, athletic, and artistic skills with great excel in different fields, only to later find out that they start deteriorating after some period of time and causing an untimely death. joe needs dr. black jack's help on finding a cure.",['Drama'],0.7466
37704,High School Fleet Movie,Unknown,劇場版 ハイスクール・フリート,7.51,"Action, Military, School",Movie,1.0,"Jan 18, 2020",,2020,Unknown,Aniplex,A-1 Pictures,Original,1 hr. 43 min.,PG-13 - Teens 13 or older,1545.0,4856,10242,44,"High School Fleet Movie is an Movie production exploring Action, Military, School.",https://cdn.myanimelist.net/images/anime/1586/102609.jpg,6.71,9.2343,3.8067,Action,"high school fleet movie movie source: original studio: a-1 pictures action, military, school high school fleet movie is an movie production exploring action, military, school.","['Action', 'Military', 'School']",0.7711
10827,Wizard Girl Ambitious,Unknown,ウィザードガール。アンビシャス,6.66,"Fantasy, Hentai",OVA,1.0,"Aug 26, 2011",,2011,Unknown,Unknown,PoRO,Visual novel,28 min.,Rx - Hentai,,4849,10236,46,"Kei is an apprentice knight, when his heart is broken by a failed romance he decides to go on a journey for training. As he was leaving the town, he encountered two beautiful girls waiting just outside the gates. While he was checking them out, he noticed that one of them is dressed as a wizard and the other as a priestess. At the same time he noticed that the priestess was waving a sign, saying help wanted, they noticed him as well and thought that he wanted to join. After talking with them a bit (and surviving their trial) he agreed to protect them on their journey. What starts as a simple journey changed into something totally different... something that would decide the destiny of the whole world...",https://cdn.myanimelist.net/images/anime/2/29892.jpg,6.54,9.2338,3.8501,Fantasy,"wizard girl ambitious ova source: visual novel studio: poro fantasy, hentai kei is an apprentice knight, when his heart is broken by a failed romance he decides to go on a journey for training. as he was leaving the town, he encountered two beautiful girls waiting just outside the gates. while he was checking them out, he noticed that one of them is dressed as a wizard and the other as a priestess. at the same time he noticed that the priestess was waving a sign, saying help wanted, they noticed him as well and thought that he wanted to join. after talking with them a bit (and surviving their trial) he agreed to protect them on their journey. what starts as a simple journey changed into something totally different... something that would decide the destiny of the whole world...","['Fantasy', 'Hentai']",0.6553
40747,Dounika Naru Hibi,Happy-Go-Lucky Days,どうにかなる日々,5.5,"Slice of Life, Drama, Romance, Shoujo Ai, Shounen Ai",Movie,1.0,"Oct 23, 2020",,2020,Unknown,Unknown,LIDENFILMS,Manga,54 min.,PG-13 - Teens 13 or older,9689.0,4859,10220,15,"ove is love. Someday, the pain of being in love will be an endearing memory. No matter who the feelings are towards, no matter what form it takes, all love and lifestyles have the same value. An omnibus anime tells the stories of “The wedding of an ex”, “a student and a teacher at an all-boys’ school” and “childhood friends whose bodies and hearts change with adolescence.”",https://cdn.myanimelist.net/images/anime/1775/104445.jpg,6.31,9.2322,2.7726,Slice of Life,"dounika naru hibi happy-go-lucky days movie source: manga studio: lidenfilms slice of life, drama, romance, shoujo ai, shounen ai ove is love. someday, the pain of being in love will be an endearing memory. no matter who the feelings are towards, no matter what form it takes, all love and lifestyles have the same value. an omnibus anime tells the stories of “the wedding of an ex”, “a student and a teacher at an all-boys’ school” and “childhood friends whose bodies and hearts change with adolescence.”","['Slice of Life', 'Drama', 'Romance', 'Shoujo Ai', 'Shounen Ai']",0.4973
1792,Overman King Gainer,Unknown,オーバーマン キングゲイナー,6.89,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,26.0,"Sep 7, 2002 to Mar 22, 2003",Fall 2002,2002,Fall,WOWOW,Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,4061.0,4862,10205,29,"Sometime in the distant future, mankind is forced to live in domed cities while the rest of the world is left to recover from years of environmental hardships. In the Siberian Dome-polis, professional gamer Gainer Sanga and mercenary Gain Bijou commandeer an Overman and lead a mass exodus out of the city.",https://cdn.myanimelist.net/images/anime/12/18535.jpg,6.59,9.2307,3.4012,Action,"overman king gainer tv source: original studio: sunrise action, adventure, mecha, sci-fi, shounen sometime in the distant future, mankind is forced to live in domed cities while the rest of the world is left to recover from years of environmental hardships. in the siberian dome-polis, professional gamer gainer sanga and mercenary gain bijou commandeer an overman and lead a mass exodus out of the city.","['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",0.6866
4082,Kaibutsu Oujo: Konsui Oujo,Unknown,怪物王女　第26話「昏睡王女」,7.01,"Action, Comedy, Horror, Supernatural, Vampire, Shounen",Special,1.0,"Feb 14, 2008",,2008,Unknown,Lantis,Madhouse,Manga,23 min.,PG-13 - Teens 13 or older,3622.0,4861,10205,12,Episode 26 included in the ninth DVD volume of Kaibutsu Oujo .,https://cdn.myanimelist.net/images/anime/13/22440.jpg,6.61,9.2307,2.5649,Action,"kaibutsu oujo: konsui oujo special source: manga studio: madhouse action, comedy, horror, supernatural, vampire, shounen episode 26 included in the ninth dvd volume of kaibutsu oujo .","['Action', 'Comedy', 'Horror', 'Supernatural', 'Vampire', 'Shounen']",0.703
1496,Fushigi no Kuni no Miyuki-chan,Miyuki-chan in Wonderland,不思議の国の美幸ちゃん,5.75,"Comedy, Ecchi, Fantasy, Shoujo Ai",OVA,2.0,"Jun 21, 1995",,1995,Unknown,Unknown,Madhouse,Manga,14 min. per ep.,R+ - Mild Nudity,8997.0,4853,10200,7,"uki, a cute girl, is in over her head. When late for school, she is suddenly transported to another world (Alice In Wonderland style), except that all the inhabitants of the other world are female...and they all seem to be in love with Miyuki. And the world behind her mirror is even weirder.",https://cdn.myanimelist.net/images/anime/8/13045.jpg,6.36,9.2302,2.0794,Comedy,"fushigi no kuni no miyuki-chan miyuki-chan in wonderland ova source: manga studio: madhouse comedy, ecchi, fantasy, shoujo ai uki, a cute girl, is in over her head. when late for school, she is suddenly transported to another world (alice in wonderland style), except that all the inhabitants of the other world are female...and they all seem to be in love with miyuki. and the world behind her mirror is even weirder.","['Comedy', 'Ecchi', 'Fantasy', 'Shoujo Ai']",0.5313
600,Legend of Duo,Unknown,LEGEND OF DUO,4.93,"Supernatural, Drama, Vampire, Shounen Ai",TV,12.0,"Apr 21, 2005 to Jun 27, 2005",Spring 2005,2005,Spring,Unknown,"Radix, Marine Entertainment",Original,5 min. per ep.,R - 17+ (violence & profanity),10650.0,4855,10199,11,"The fate of mankind is doomed in the early 21st century due to losing ""purana,"" an essence of living force supporting all life forms. Not willing to witness the extinction of mankind, a vampire named Duo disclosed the secret of purana to humans, saving the latter from destruction. However, just like Prometheus in Greek mythology got punished for bringing fire to mankind, Duo is punished for breaking the taboo. The vampire sent to punish him is Zieg, Duo's best friend, or, more than the best friend.",https://cdn.myanimelist.net/images/anime/7/23556.jpg,6.2,9.2301,2.4849,Supernatural,"legend of duo tv source: original studio: radix, marine entertainment supernatural, drama, vampire, shounen ai the fate of mankind is doomed in the early 21st century due to losing ""purana,"" an essence of living force supporting all life forms. not willing to witness the extinction of mankind, a vampire named duo disclosed the secret of purana to humans, saving the latter from destruction. however, just like prometheus in greek mythology got punished for bringing fire to mankind, duo is punished for breaking the taboo. the vampire sent to punish him is zieg, duo's best friend, or, more than the best friend.","['Supernatural', 'Drama', 'Vampire', 'Shounen Ai']",0.4196
32026,Osomatsu-san Special,Mr. Osomatsu Episode 3.5:Virgin Heroes,おそ松さん,7.43,"Comedy, Parody",Special,1.0,"Jan 29, 2016",,2016,Unknown,Avex Pictures,Studio Pierrot,Manga,21 min.,PG-13 - Teens 13 or older,1793.0,4860,10196,9,"The 1st BD & DVD volume of Osomatsu-san will have a new episode, replacing episode 1 of the original series which was removed due to the fact that it contained multiple parodies. It has been pulled entirely from streaming sites and the Japanese Blu-Ray release. This replacement episode is sometimes numbered ""episode 3.5"" as listed on the home-media release, as it's chronologically placed after episode 3 (originally TV episode 4).",https://cdn.myanimelist.net/images/anime/11/77727.jpg,6.69,9.2298,2.3026,Comedy,"osomatsu-san special mr. osomatsu episode 3.5:virgin heroes special source: manga studio: studio pierrot comedy, parody the 1st bd & dvd volume of osomatsu-san will have a new episode, replacing episode 1 of the original series which was removed due to the fact that it contained multiple parodies. it has been pulled entirely from streaming sites and the japanese blu-ray release. this replacement episode is sometimes numbered ""episode 3.5"" as listed on the home-media release, as it's chronologically placed after episode 3 (originally tv episode 4).","['Comedy', 'Parody']",0.7602
7270,Mobile Suit Gundam 00 Special Edition,Mobile Suit Gundam 00 Special Edition,機動戦士ガンダム00 スペシャルエディション,7.6,"Action, Drama, Mecha, Military, Sci-Fi",OVA,3.0,"Oct 27, 2009 to Feb 23, 2010",,2009,Unknown,"Sotsu, Asatsu DK, Mainichi Broadcasting System",Sunrise,Unknown,1 hr. 30 min. per ep.,PG-13 - Teens 13 or older,1271.0,4863,10182,38,Condensed version of both the first and second seasons of Gundam 00 featuring some new animated sequences and some partially re-recorded dialogue.,https://cdn.myanimelist.net/images/anime/11/17217.jpg,6.73,9.2285,3.6636,Action,"mobile suit gundam 00 special edition ova studio: sunrise action, drama, mecha, military, sci-fi condensed version of both the first and second seasons of gundam 00 featuring some new animated sequences and some partially re-recorded dialogue.","['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",0.7834
24029,Shijou Saikyou no Deshi Kenichi Specials,Unknown,史上最強の弟子 ケンイチ,7.27,"Action, Martial Arts, Comedy, School, Shounen",Special,4.0,"Nov 15, 2013 to May 16, 2014",,2013,Unknown,Unknown,Brain's Base,Manga,2 min. per ep.,R+ - Mild Nudity,2466.0,4872,10174,17,f summary of Kenichi's new life at Ryouzanpaku. Included as a bonus on the DVD volumes of the Shijou Saikyou no Deshi Kenichi OVA.,https://cdn.myanimelist.net/images/anime/12/62889.jpg,6.66,9.2277,2.8904,Action,"shijou saikyou no deshi kenichi specials special source: manga studio: brain's base action, martial arts, comedy, school, shounen f summary of kenichi's new life at ryouzanpaku. included as a bonus on the dvd volumes of the shijou saikyou no deshi kenichi ova.","['Action', 'Martial Arts', 'Comedy', 'School', 'Shounen']",0.7384
37045,Imouto sae Ireba Ii. (ONA),Unknown,妹さえいればいい。,6.58,Comedy,ONA,6.0,"Oct 8, 2017 to Dec 10, 2017",,2017,Unknown,Unknown,SILVER LINK.,Light novel,2 min. per ep.,PG-13 - Teens 13 or older,5485.0,4874,10167,8,"Original ""chibi"" styled animations of Imouto sae Ireba Ii. posted on the anime's official Twitter channel. Also included on the BD/DVD releases.",https://cdn.myanimelist.net/images/anime/9/89847.jpg,6.52,9.227,2.1972,Comedy,"imouto sae ireba ii. (ona) ona source: light novel studio: silver link. comedy original ""chibi"" styled animations of imouto sae ireba ii. posted on the anime's official twitter channel. also included on the bd/dvd releases.",['Comedy'],0.6444
1028,Arete Hime,Princess Arete,アリーテ姫,6.92,"Fantasy, Magic",Movie,1.0,"Jul 21, 2001",,2001,Unknown,"Dentsu, Imagica, Shogakukan, Beyond C., Nichion",Studio 4°C,Novel,1 hr. 45 min.,G - All Ages,3918.0,4868,10161,41,"Confined in the castle tower by her father, princess Arete spends her days watching the world outside her window. Sometimes she seeks out to watch the common people at work. The knights of the kingdom compete for the right to marry her and rule the land by competing to see who can find powerful magic objects made by a long dead race of sorcerers. Arete wants none of this. She longs to meet the common people and travel to exotic lands she has only seen in the books she keeps hidden under her bed. One day the sorcerer Boax arrives in a fantastic flying machine and offers to take Arete as his wife and transform her into a proper princess.",https://cdn.myanimelist.net/images/anime/10/4327.jpg,6.59,9.2264,3.7377,Fantasy,"arete hime princess arete movie source: novel studio: studio 4°c fantasy, magic confined in the castle tower by her father, princess arete spends her days watching the world outside her window. sometimes she seeks out to watch the common people at work. the knights of the kingdom compete for the right to marry her and rule the land by competing to see who can find powerful magic objects made by a long dead race of sorcerers. arete wants none of this. she longs to meet the common people and travel to exotic lands she has only seen in the books she keeps hidden under her bed. one day the sorcerer boax arrives in a fantastic flying machine and offers to take arete as his wife and transform her into a proper princess.","['Fantasy', 'Magic']",0.6907
38389,He Wei Dao x Re:Cong Ling Kaishi de Yi Shijie Shenghuo,Unknown,合味道 X《Re：从零开始的异世界生活》,5.9,Fantasy,ONA,2.0,"Sep 21, 2018 to Dec 11, 2018",,2018,Unknown,Unknown,Unknown,Light novel,2 min. per ep.,G - All Ages,8519.0,4875,10159,34,"Chinese streaming platform bilibili is hosting exclusive Re:Zero footage--of the two protagonists enjoying cup ramen. The ad is in Japanese with Chinese subtitles and show Subaru introducing Emilia to Cup Noodles' Chinese brand, Hé Wèi Dào, after a study session. The pair enjoy a cup of the seafood flavor Cup Noodle, China's most popular flavor. Re:Zero kara Hajimeru Isekai Seikatsu is titled and marketed as Re:Cong Ling Kaishi De Yi Shijie Shenghuo in China.",https://cdn.myanimelist.net/images/anime/1629/94819.jpg,6.39,9.2262,3.5553,Fantasy,"he wei dao x re:cong ling kaishi de yi shijie shenghuo ona source: light novel fantasy chinese streaming platform bilibili is hosting exclusive re:zero footage--of the two protagonists enjoying cup ramen. the ad is in japanese with chinese subtitles and show subaru introducing emilia to cup noodles' chinese brand, hé wèi dào, after a study session. the pair enjoy a cup of the seafood flavor cup noodle, china's most popular flavor. re:zero kara hajimeru isekai seikatsu is titled and marketed as re:cong ling kaishi de yi shijie shenghuo in china.",['Fantasy'],0.5518
32625,Okusama ga Seitokaichou! OVA: Okusama Gekijou,Unknown,おくさまが生徒会長！OAD「おくさま劇場」,6.77,"Comedy, Shounen",Special,7.0,"Jan 27, 2016",,2016,Unknown,Unknown,Seven,Manga,34 sec. per ep.,PG-13 - Teens 13 or older,4563.0,4863,10156,10,Comedy specials bundled with DVD of the Okusama ga Seitokaichou! OVA.,https://cdn.myanimelist.net/images/anime/12/78487.jpg,6.56,9.2259,2.3979,Comedy,"okusama ga seitokaichou! ova: okusama gekijou special source: manga studio: seven comedy, shounen comedy specials bundled with dvd of the okusama ga seitokaichou! ova.","['Comedy', 'Shounen']",0.6703
546,Wind: A Breath of Heart (TV),Unknown,Wind -a breath of heart-,6.0,"Drama, Romance, School, Supernatural",TV,13.0,"Jun 30, 2004 to Sep 22, 2004",Summer 2004,2004,Summer,"Frontier Works, Rondo Robe",Radix,Visual novel,12 min. per ep.,PG-13 - Teens 13 or older,8243.0,4861,10151,7,"Okano Makoto transferred to the school in his home town. There, he spent normal but happy school days with his sister, Hinata, a jokey classmate, Tachibana Tsutomu, Shikouin Kasumi, Tsutomu's childhood friend, and other friends. One day, after school, Makoto heard someone playing the harmonica. That melody made him feel something old, and it brought him to the roof of the school buildings. There, he met a girl in the dusk. It was Narukaze Minamo who turned her face to him with a smile. She was a childhood friend, but they had lived separately for years. Hiding their true thoughts, Makoto and his friends spend their lives in school. Their stories in a mysterious town are about to begin.",https://cdn.myanimelist.net/images/anime/11/75506.jpg,6.41,9.2254,2.0794,Drama,"wind: a breath of heart (tv) tv source: visual novel studio: radix drama, romance, school, supernatural okano makoto transferred to the school in his home town. there, he spent normal but happy school days with his sister, hinata, a jokey classmate, tachibana tsutomu, shikouin kasumi, tsutomu's childhood friend, and other friends. one day, after school, makoto heard someone playing the harmonica. that melody made him feel something old, and it brought him to the roof of the school buildings. there, he met a girl in the dusk. it was narukaze minamo who turned her face to him with a smile. she was a childhood friend, but they had lived separately for years. hiding their true thoughts, makoto and his friends spend their lives in school. their stories in a mysterious town are about to begin.","['Drama', 'Romance', 'School', 'Supernatural']",0.5654
2294,Mobile Suit Gundam SEED Destiny Special Edition,Mobile Suit Gundam SEED Destiny Special Edition,機動戦士ガンダムSEED DESTINYスペシャルエディション,7.28,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi",Special,4.0,"May 2, 2006",,2006,Unknown,Mainichi Broadcasting System,Sunrise,Original,1 hr. 30 min. per ep.,R - 17+ (violence & profanity),2458.0,4872,10150,29,"Four TV movies compiled from Kidou Senshi Gundam SEED Destiny series. 1. The Broken World (Kudakareta Sekai) 2. Respective Swords (Sorezore no Ken) 3. The Hell Fire of Destiny (Sadame no Goka) 4. The Cost of Freedom (Jiyuu no Daishou) Like the three specials of Gundam Seed, these specials feature new or changed scenes of the TV series. However unlike the TV series, which was told in the points of view of main characters Shinn Asuka and Kira Yamato, the Special Edition was told through the eyes of Athrun Zala, giving the movies a much more neutral point of view.",https://cdn.myanimelist.net/images/anime/2/18686.jpg,6.66,9.2253,3.4012,Action,"mobile suit gundam seed destiny special edition special source: original studio: sunrise action, space, mecha, romance, military, drama, sci-fi four tv movies compiled from kidou senshi gundam seed destiny series. 1. the broken world (kudakareta sekai) 2. respective swords (sorezore no ken) 3. the hell fire of destiny (sadame no goka) 4. the cost of freedom (jiyuu no daishou) like the three specials of gundam seed, these specials feature new or changed scenes of the tv series. however unlike the tv series, which was told in the points of view of main characters shinn asuka and kira yamato, the special edition was told through the eyes of athrun zala, giving the movies a much more neutral point of view.","['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Drama', 'Sci-Fi']",0.7398
6385,Pokemon: Yadoking no Ichinichi,Pokemon:Slowking's Day,ポケットモンスター ヤドキングのいちにち,6.1,"Fantasy, Kids",Special,1.0,"Jan 1, 2000",,2000,Unknown,Unknown,OLM,Game,3 min.,PG - Children,7810.0,4865,10142,4,It consists of nothing but Pokémon-speak--similar to the mini-movies that air with each theatrical movie. It's a short special based on life of the Pokémon Slowking.,https://cdn.myanimelist.net/images/anime/4/26239.jpg,6.43,9.2245,1.6094,Fantasy,"pokemon: yadoking no ichinichi pokemon:slowking's day special source: game studio: olm fantasy, kids it consists of nothing but pokémon-speak--similar to the mini-movies that air with each theatrical movie. it's a short special based on life of the pokémon slowking.","['Fantasy', 'Kids']",0.579
6152,Final Fantasy VII: Advent Children - Venice Film Festival Footage,Final Fantasy VII:Advent Children - Venice Film Festival Footage,FINAL FANTASY VII ADVENT CHILDREN ヴェネチア映画祭版,7.55,"Action, Fantasy, Drama, Sci-Fi",Movie,1.0,"Sep 14, 2005",,2005,Unknown,Square Enix,Unknown,Game,23 min.,PG-13 - Teens 13 or older,1415.0,4873,10142,16,dvent Children Special Edition is the 25 minute version of the movie which was shown at the 62nd Venice Film Festival in 2005. Available as dvd bonus on 2-disc special edition.,https://cdn.myanimelist.net/images/anime/9/13516.jpg,6.72,9.2245,2.8332,Action,"final fantasy vii: advent children - venice film festival footage final fantasy vii:advent children - venice film festival footage movie source: game action, fantasy, drama, sci-fi dvent children special edition is the 25 minute version of the movie which was shown at the 62nd venice film festival in 2005. available as dvd bonus on 2-disc special edition.","['Action', 'Fantasy', 'Drama', 'Sci-Fi']",0.7766
42517,Ookami-san wa Taberaretai,Unknown,オオカミさんは食べられたい,5.61,"Romance, Ecchi",TV,3.0,"Sep 7, 2020 to Sep 21, 2020",Summer 2020,2020,Summer,"Studio Mausu, Suiseisha",Peak Hunt,Manga,5 min. per ep.,R+ - Mild Nudity,9395.0,4891,10140,51,"""I want Akagashira-sensei to be my first!"" Having a run in with the ""skirt bandit,"" Ookami almost has her skirt stolen. Her teacher, Akagashira, passes by and becomes her hero after stopping the theft. As thanks, Ookami invites Akagashira to her home, but she has another reason for bringing him over.",,6.33,9.2243,3.9512,Romance,"ookami-san wa taberaretai tv source: manga studio: peak hunt romance, ecchi ""i want akagashira-sensei to be my first!"" having a run in with the ""skirt bandit,"" ookami almost has her skirt stolen. her teacher, akagashira, passes by and becomes her hero after stopping the theft. as thanks, ookami invites akagashira to her home, but she has another reason for bringing him over.","['Romance', 'Ecchi']",0.5123
